Time (hrs),Mg++,Magnesite
0.0656777,0.0320000015620399,-4.2121500731795436e-11
0.0666777,0.0320000015626872,-4.2768802388515326e-11
0.0676777,0.0320000015633344,-4.341599996182666e-11
0.0686777,0.0320000015639816,-4.406319753513799e-11
0.0696777,0.0320000015646285,-4.471009673601145e-11
0.0706777,0.0320000015652754,-4.535700287577882e-11
0.0716777,0.0320000015659222,-4.600379799324372e-11
0.0726777,0.0320000015665688,-4.665039882167932e-11
0.0736777,0.0320000015672153,-4.729690250560026e-11
0.0746777,0.0320000015678617,-4.794330210611264e-11
0.0756777,0.032000001568508,-4.858959762321646e-11
0.0766777,0.0320000015691542,-4.9235802934699535e-11
0.0776777,0.0320000015698002,-4.988180007936549e-11
0.0786777,0.0320000015704461,-5.052770007951679e-11
0.0796777,0.0320000015710919,-5.1173502935153437e-11
0.0806777,0.0320000015717376,-5.1819201707381524e-11
0.0816777,0.0320000015723832,-5.246479639620105e-11
0.0826777,0.0320000015730287,-5.311030087939983e-11
0.0836777,0.032000001573674,-5.375559719578149e-11
0.0846777,0.0320000015743192,-5.44008033065424e-11
0.0856777,0.0320000015749643,-5.504589839500085e-11
0.0866777,0.0320000015756093,-5.5690903277838544e-11
0.0876777,0.0320000015762542,-5.633579713837378e-11
0.0886777,0.0320000015768989,-5.69804967098797e-11
0.0896777,0.0320000015775435,-5.762509913687097e-11
0.0906777,0.032000001578188,-5.826959748045368e-11
0.0916777,0.0320000015788324,-5.891399867952174e-11
0.0926777,0.0320000015794767,-5.955830273407514e-11
0.0936777,0.0320000015801209,-6.020250270521998e-11
0.0946777,0.0320000015807649,-6.084650144844161e-11
0.0956777,0.0320000015814088,-6.149040304714859e-11
0.0966777,0.0320000015820526,-6.2134200562447e-11
0.0976777,0.0320000015826963,-6.277790093323077e-11
0.0986777,0.0320000015833399,-6.342149722060597e-11
0.0996777,0.0320000015839833,-6.406489921895187e-11
0.1,0.0320000015846266,-6.47081971338892e-11
0.1000000001,0.0320000031045451,-1.5846267006902615e-09
0.10000000020000001,0.032000003104545,-1.584626596606853e-09
0.1000000003,0.0320000031045543,-1.584635901663578e-09
0.10000000040000001,0.0320000031045449,-1.5846264994623382e-09
0.1000000005,0.0320000031045448,-1.5846264023178236e-09
0.10000000070000001,0.0320000031045448,-1.5846264023178236e-09
0.1000000011,0.032000003104401,-1.584482600680559e-09
0.10000000190000001,0.0320000031045363,-1.5846179021727913e-09
0.1000000035,0.0320000031045429,-1.584624501060894e-09
0.1000000067,0.0320000031045421,-1.584623703088095e-09
0.10000001310000001,0.0320000031045391,-1.5846206985470346e-09
0.10000002590000001,0.0320000031045332,-1.5846148004872163e-09
0.1000000515,0.0320000031045213,-1.584602900284171e-09
0.10000010270000001,0.0320000031044976,-1.5845791970225953e-09
0.1000002051,0.0320000031044505,-1.5845321027496695e-09
0.1000004099,0.0320000031043556,-1.5844371994977458e-09
0.1000008195,0.0320000031041662,-1.5842478023886386e-09
0.1000016387,0.0320000031037875,-1.583869098376045e-09
0.10000327710000001,0.0320000031030297,-1.5831113017727994e-09
0.1000065539,0.0320000031015139,-1.5815955003994908e-09
0.1000131075,0.0320000030923313,-1.5724129012739674e-09
0.1000262147,0.0320000030800891,-1.5601707009649246e-09
0.1000524291,0.0320000030555198,-1.5356014029799248e-09
0.100104858,0.0320000030060398,-1.486121399552065e-09
0.100209716,0.0320000029057064,-1.3857879982426269e-09
0.100419431,0.0320000026994668,-1.1795483964571751e-09
0.100838861,0.0320000022640796,-7.441611979408513e-10
0.10167772,0.0320000012965839,2.2333449672951033e-10
0.10267772,0.0319999998870242,1.6328942017973525e-09
0.10367772,0.0319999981041812,3.415737200029856e-09
0.10467772,0.0319999958492009,5.670717499739464e-09
0.10567772,0.0319999929970506,8.522867800397904e-09
0.10667772,0.0319999893895866,1.2130331801529781e-08
0.10767772,0.0319999848267852,1.6693133202128063e-08
0.10867772,0.0319999790556523,2.2464266100086228e-08
0.10967772,0.0319999717561966,2.9763721799691556e-08
0.1106777,0.0319999625236853,3.899623309683298e-08
0.1116777,0.0319999508462062,5.067371219857897e-08
0.1126777,0.0319999360762838,6.54436346017584e-08
0.1136777,0.0319999173949806,8.412493780057817e-08
0.11467770000000001,0.0319998937664935,1.077534248980494e-07
0.11567770000000001,0.0319998638807276,1.3763919080173048e-07
0.11667770000000001,0.0319998260806641,1.7543925429769347e-07
0.11767770000000001,0.031999778270499,2.2324941940238263e-07
0.1186777,0.0319997177994615,2.83720456899228e-07
0.1196777,0.0319996413148771,3.6020504130124253e-07
0.1206777,0.0319995445763337,4.5694358469933194e-07
0.1216777,0.0319994222206677,5.792992507011596e-07
0.1226777,0.0319992674647555,7.34055162897318e-07
0.1236777,0.0319990717296749,9.297902434993177e-07
0.1246777,0.031998824165451,1.1773544673979175e-06
0.1256777,0.031998511050137,1.4904697814011048e-06
0.1266777,0.0319981150267499,1.8864931684986486e-06
0.1276777,0.0319976141540488,2.387365869598035e-06
0.1286777,0.0319969806774004,3.0208425179992227e-06
0.1296777,0.0319961795034099,3.822016508503445e-06
0.1306777,0.0319951662590389,4.835260879500203e-06
0.1316777,0.0319938848424697,6.116677448701757e-06
0.1326777,0.0319922643303677,7.73718955070224e-06
0.1336777,0.0319902150740881,9.786445830300972e-06
0.1346777,0.0319876237748,1.2377745118398453e-05
0.1356777,0.0319843472747399,1.5654245178499393e-05
0.1366777,0.0319802047367254,1.9796783192999046e-05
0.13767770000000001,0.0319749678044741,2.503371544430172e-05
0.13867770000000001,0.0319683482398371,3.1653280081297974e-05
0.13967770000000002,0.0319599824178711,4.001910204730341e-05
0.14067770000000002,0.0319494119256618,5.058959425659898e-05
0.14167770000000002,0.0319360593568742,6.394216304420053e-05
0.14267770000000002,0.031919198225734,8.080329418440335e-05
0.14367770000000002,0.0318979157525136,0.00010208576740480119
0.14467770000000002,0.0318710671193956,0.00012893440052279964
0.14567770000000002,0.0318372196999155,0.00016278182000289965
0.14667770000000002,0.0317945857930386,0.00020541572687979986
0.14767770000000002,0.0317409426506058,0.0002590588693126006
0.1486777,0.0316735392381588,0.00032646228175960135
0.1496777,0.0315889904552107,0.0004110110647077003
0.1506777,0.0314831617976126,0.0005168397223058036
0.1516777,0.0313510511014649,0.0006489504184535033
0.1526777,0.0311866795817556,0.0008133219381627997
0.1536777,0.0309830122168296,0.0010169893030888
0.1546777,0.0307319379079414,0.0012680636119770002
0.1556777,0.0304243517982183,0.0015756497217001009
0.1566777,0.0300503935787221,0.0019496079411963005
0.1576777,0.0295999016235077,0.0024000998964106984
0.1586777,0.0290631356100394,0.002936865909878999
0.1596777,0.0284317898122071,0.003568211707711301
0.1606777,0.0277002567954103,0.0042997447245081005
0.1616777,0.0268670068564806,0.0051329946634378
0.1626777,0.0259358406053982,0.006064160914520202
0.1636777,0.024916692440828,0.0070833090790904
0.1646777,0.0238256672498052,0.008174334270113201
0.1656777,0.0226841218284994,0.009315879691419001
0.1666777,0.0215168430128925,0.0104831585070259
0.16767769999999999,0.0203496437486954,0.011650357771222999
0.16867769999999999,0.019206877643554,0.012793123876364401
0.1696777,0.0181093773892089,0.0138906241307095
0.1706777,0.0170731573837375,0.014926844136180902
0.1716777,0.0161089733061563,0.0158910282137621
0.1726777,0.0152226113749318,0.016777390144986602
0.1736777,0.0144156578286675,0.017584343691250903
0.1746777,0.0136864830372884,0.01831351848263
0.1756777,0.0130312296597794,0.018968771860139
0.1766777,0.0124446750932671,0.019555326426651302
0.1776777,0.0119209120108224,0.020079089509096003
0.1786777,0.0114538422503196,0.020546159269598803
0.1796777,0.0110375076617821,0.020962493858136304
0.1806777,0.0106662923338354,0.021333709186083002
0.1816777,0.0103350307623172,0.021664970757601203
0.1826777,0.0100390515239442,0.0219609499959742
0.1836777,0.00977417943165526,0.02222582208826314
0.1846777,0.00953671286570053,0.02246328865421787
0.1856777,0.00932338777627122,0.022676613743647177
0.1866777,0.00913133589917819,0.022868665620740206
0.1876777,0.00895804188680827,0.023041959633110124
0.1886777,0.00880130210609986,0.023198699413818535
0.1896777,0.00865918656504371,0.023340814954874684
0.1906777,0.00853000460648501,0.023469996913433384
0.1916777,0.00841227450477456,0.023587727015143833
0.1926777,0.00830469680990493,0.023695304710013465
0.1936777,0.00820613113059184,0.023793870389326555
0.1946777,0.00811557598184966,0.023884425538068736
0.1956777,0.00803215131038973,0.023967850209528664
0.1966777,0.00795508333046753,0.024044918189450863
0.1976777,0.00788369133894699,0.024116310180971403
0.1986777,0.00781737622161228,0.024182625298306115
0.1996777,0.00775561040676331,0.024244391113155087
0.20067800000000002,0.0076979290629141,0.024302072457004296
0.20167800000000002,0.00764392237280951,0.024356079147108887
0.20267800000000002,0.00759322874518207,0.024406772774736327
0.20367800000000003,0.0075455288488467,0.024454472671071696
0.204678,0.00750054037163628,0.024499461148282116
0.205678,0.00745801342035198,0.024541988099566415
0.206678,0.00741772648840711,0.024582275031511284
0.207678,0.00737948292612586,0.024620518593792533
0.208678,0.00734310785545737,0.024656893664461024
0.209678,0.00730844547670812,0.024691556043210272
0.210678,0.00727535672011585,0.02472464479980254
0.211678,0.00724371719988112,0.02475628432003727
0.212678,0.00721341543408069,0.0247865860858377
0.213678,0.00718435128831932,0.02481565023159907
0.214678,0.00715643463484235,0.02484356688507604
0.215678,0.00712958417083059,0.024870417349087803
0.216678,0.0071037263960948,0.024896275123823593
0.217678,0.00707879472021569,0.0249212067997027
0.218678,0.00705472868326295,0.02494527283665544
0.219678,0.00703147327484217,0.02496852824507622
0.22067799999999999,0.00700897833826872,0.02499102318164967
0.221678,0.00698719804846341,0.02501280347145498
0.222678,0.00696609045372951,0.02503391106618888
0.223678,0.00694561707292857,0.02505438444698982
0.224678,0.00692574254074609,0.0250742589791723
0.22567800000000002,0.00690643429475101,0.025093567225167382
0.22667800000000002,0.00688766229882344,0.025112339221094952
0.22767800000000002,0.00686939879827442,0.025130602721643972
0.228678,0.00685161810262387,0.02514838341729452
0.229678,0.00683429639255385,0.025165705127364543
0.230678,0.00681741154802786,0.02518258997189053
0.231678,0.00680094299497224,0.025199058524946152
0.232678,0.00678487156826354,0.02521512995165485
0.233678,0.00676917938906535,0.02523082213085304
0.234678,0.00675384975481427,0.02524615176510412
0.235678,0.00673886704037596,0.02526113447954243
0.236678,0.00672421660908236,0.02527578491083603
0.237678,0.00670988473252499,0.025290116787393402
0.238678,0.00669585851812093,0.025304143001797463
0.239678,0.00668212584359028,0.02531787567632811
0.240678,0.00666867529758974,0.02533132622232865
0.241678,0.00665549612583876,0.02534450539407963
0.242678,0.00664257818215434,0.02535742333776405
0.243678,0.00662991188387971,0.02537008963603868
0.244678,0.00661748817125254,0.02538251334866585
0.245678,0.00660529847031078,0.025394703049607607
0.246678,0.00659333465898018,0.025406666860938208
0.247678,0.00658158903602782,0.025418412483890568
0.248678,0.00657005429260095,0.025429947227317437
0.249678,0.00655872348610158,0.025441278033816808
0.250678,0.00654759001617412,0.02545241150374427
0.251678,0.00653664760260764,0.02546335391731075
0.252678,0.0065258902649749,0.02547411125494349
0.253678,0.00651531230384949,0.0254846892160689
0.254678,0.00650490828345814,0.02549509323646025
0.255678,0.00649467301564067,0.02550532850427772
0.256678,0.00648460154500219,0.0255153999749162
0.257678,0.00647468913515411,0.02552531238476428
0.258678,0.00646493125595058,0.02553507026396781
0.25967799999999996,0.00645532357163608,0.02554467794828231
0.26067799999999997,0.00644586192982793,0.02555413959009046
0.26167799999999997,0.00643654235126481,0.02556345916865358
0.26267799999999997,0.00642736102025887,0.025572640499659523
0.26367799999999997,0.00641831427579465,0.02558168724412374
0.26467799999999997,0.00640939860322346,0.025590602916694932
0.26567799999999997,0.00640061062650629,0.0255993908934121
0.26667799999999997,0.00639194710096283,0.02560805441895556
0.26767799999999997,0.00638340490648756,0.02561659661343083
0.268678,0.00637498104119754,0.02562502047872085
0.269678,0.00636667261547969,0.0256333289044387
0.270678,0.00635847684640772,0.02564152467351067
0.271678,0.00635039105250187,0.02564961046741652
0.272678,0.00634241264880641,0.02565758887111198
0.273678,0.00633453914226236,0.02566546237765603
0.274678,0.00632676812735442,0.02567323339256397
0.275678,0.00631909728201285,0.02568090423790554
0.276678,0.00631152436375287,0.02568847715616552
0.277678,0.00630404720603506,0.02569595431388333
0.278678,0.00629666371483191,0.02570333780508648
0.279678,0.00628937186538677,0.02571062965453162
0.280678,0.00628216969915226,0.02571783182076613
0.281678,0.00627505532089655,0.02572494619902184
0.282678,0.00626802689596649,0.0257319746239519
0.283678,0.00626108264769758,0.02573891887222081
0.284678,0.0062542208549614,0.025745780664956988
0.285678,0.00624743984984186,0.02575256167007653
0.286678,0.00624073801543224,0.02575926350448615
0.287678,0.00623411378374558,0.025765887736172808
0.288678,0.00622756563373152,0.025772435886186867
0.289678,0.00622109208939303,0.025778909430525358
0.290678,0.00621469171799729,0.0257853098019211
0.291678,0.00620836312837482,0.025791638391543567
0.292678,0.00620210496930195,0.025797896550616435
0.293678,0.00619591592796165,0.025804085591956735
0.294678,0.00618979472847823,0.025810206791440155
0.295678,0.00618374013052163,0.025816261389396754
0.296678,0.00617775092797756,0.025822250591940824
0.297678,0.00617182594767953,0.025828175572238855
0.298678,0.00616596404819952,0.025834037471718866
0.299678,0.00616016411869401,0.025839837401224378
0.300678,0.00615442507780239,0.025845576442116
0.301678,0.00614874587259484,0.02585125564732355
0.302678,0.00614312547756703,0.02585687604235136
0.303678,0.00613756289367932,0.02586243862623907
0.304678,0.00613205714743787,0.02586794437248052
0.305678,0.00612660729001569,0.0258733942299027
0.306678,0.00612121239641141,0.025878789123506978
0.307678,0.00611587156464393,0.02588412995527446
0.308678,0.00611058391498112,0.02588941760493727
0.309678,0.00610534858920075,0.02589465293071764
0.310678,0.00610016474988219,0.025899836770036197
0.311678,0.00609503157972727,0.025904969940191116
0.312678,0.00608994828090881,0.02591005323900958
0.313678,0.00608491407444566,0.025915087445472728
0.314678,0.00607992819960269,0.0259200733203157
0.315678,0.00607498991331483,0.02592501160660356
0.316678,0.00607009848963378,0.025929903030284612
0.317678,0.00606525321919646,0.025934748300721934
0.318678,0.00606045340871409,0.025939548111204302
0.319678,0.00605569838048101,0.02594430313943738
0.320678,0.00605098747190231,0.02594901404801608
0.321678,0.00604632003503939,0.025953681484879
0.322678,0.00604169543617261,0.02595830608374578
0.323678,0.00603711305538037,0.025962888464538023
0.324678,0.00603257228613376,0.02596742923378463
0.325678,0.00602807253490612,0.02597192898501227
0.326678,0.00602361322079697,0.02597638829912142
0.327678,0.00601919377516941,0.02598080774474898
0.328678,0.0060148136413008,0.02598518787861759
0.329678,0.0060104722740457,0.025989529245872688
0.330678,0.00600616913951098,0.02599383238040741
0.33167800000000003,0.00600190371474218,0.025998097805176208
0.33267800000000003,0.005997675487421,0.026002326032497386
0.33367800000000003,0.00599348395557317,0.026006517564345216
0.33467800000000003,0.00598932862728649,0.026010672892631898
0.33567800000000003,0.00598520902043844,0.026014792499479945
0.33667800000000003,0.0059811246624331,0.026018876857485287
0.33767800000000003,0.00597707508994694,0.02602292642997145
0.33867800000000003,0.00597305984868307,0.02602694167123532
0.33967800000000004,0.0059690784931338,0.02603092302678459
0.34067800000000004,0.00596513058635091,0.026034870933567482
0.34167800000000004,0.00596121569972351,0.026038785820194883
0.34267800000000004,0.00595733341276326,0.026042668107155133
0.34367800000000004,0.00595348331289627,0.026046518207022123
0.34467800000000004,0.00594966499526202,0.026050336524656374
0.34567800000000004,0.00594587806251849,0.026054123457399905
0.34667800000000004,0.00594212212465354,0.026057879395264855
0.34767800000000004,0.00593839679880226,0.026061604721116134
0.34867800000000004,0.00593470170906997,0.026065299810848423
0.34967800000000004,0.00593103648636086,0.02606896503355753
0.35067800000000005,0.00592740076821181,0.02607260075170658
0.35167800000000005,0.00592379419863135,0.026076207321287043
0.35267800000000005,0.00592021642794358,0.02607978509197481
0.35367800000000005,0.00591666711263678,0.02608333440728161
0.35467800000000005,0.0059131459152166,0.02608685560470179
0.35567800000000005,0.00590965250406365,0.02609034901585474
0.35667800000000005,0.00590618655329535,0.02609381496662304
0.35767800000000005,0.00590274774263179,0.026097253777286597
0.35867800000000005,0.0058993357572657,0.026100665762652686
0.35967800000000005,0.00589595028773601,0.026104051232182377
0.36067800000000005,0.00589259102980524,0.02610741049011315
0.36167800000000006,0.0058892576843404,0.026110743835577988
0.36267800000000006,0.00588594995719725,0.026114051562721136
0.36367800000000006,0.00588266755910795,0.026117333960810438
0.36467800000000006,0.0058794102055718,0.02612059131434659
0.36567800000000006,0.00587617761674917,0.026123823903169217
0.36667800000000006,0.0058729695173583,0.026127032002560086
0.36767800000000006,0.00586978563657505,0.026130215883343334
0.36867799999999995,0.00586662570793538,0.026133375811983005
0.36967799999999995,0.00586348946924059,0.026136512050677796
0.37067799999999995,0.00586037666246504,0.026139624857453345
0.37167799999999995,0.00585728703366649,0.026142714486251894
0.37267799999999995,0.00585422033289881,0.026145781187019573
0.37367799999999995,0.00585117631412708,0.026148825205791305
0.37467799999999996,0.0058481547351449,0.026151846784773485
0.37567799999999996,0.00584515535749398,0.026154846162424406
0.37667799999999996,0.00584217794638582,0.026157823573532565
0.37767799999999996,0.00583922227062543,0.026160779249292956
0.37867799999999996,0.00583628810253709,0.026163713417381294
0.37967799999999996,0.00583337521789204,0.026166626302026343
0.38067799999999996,0.00583048339583802,0.026169518124080363
0.38167799999999996,0.00582761241883063,0.026172389101087754
0.38267799999999996,0.00582476207256643,0.026175239447351954
0.38367799999999996,0.00582193214591785,0.026178069374000534
0.38467799999999996,0.00581912243086958,0.026180879089048804
0.38567799999999997,0.00581633272245673,0.026183668797461652
0.38667799999999997,0.00581356281870442,0.02618643870121396
0.38767799999999997,0.00581081252056892,0.02618918899934946
0.38867799999999997,0.0058080816318803,0.026191919888038078
0.38967799999999997,0.00580536995928644,0.02619463156063194
0.39067799999999997,0.00580267731219837,0.02619732420772001
0.39167799999999997,0.00580000350273708,0.0261999980171813
0.39267799999999997,0.00579734834568153,0.02620265317423685
0.393678,0.00579471165841789,0.02620528986150049
0.394678,0.00579209326089009,0.026207908259028287
0.395678,0.00578949297555154,0.026210508544366837
0.396678,0.00578691062731789,0.026213090892600488
0.397678,0.00578434604352105,0.02621565547639733
0.398678,0.00578179905386425,0.02621820246605413
0.399678,0.00577926949037811,0.02622073202954027
0.400678,0.00577675718737775,0.02622324433254063
0.401678,0.00577426198142098,0.0262257395384974
0.402678,0.00577178371126736,0.02622821780865102
0.403678,0.00576932221783823,0.02623067930208015
0.404678,0.00576687734417765,0.02623312417574073
0.405678,0.00576444893541429,0.026235552584504093
0.406678,0.00576203683872408,0.026237964681194305
0.407678,0.00575964090329383,0.026240360616624554
0.408678,0.00575726098028552,0.026242740539632867
0.409678,0.00575489692280153,0.026245104597116854
0.410678,0.00575254858585056,0.026247452934067824
0.411678,0.0057502158263143,0.02624978569360408
0.412678,0.00574789850291493,0.026252103017003453
0.413678,0.00574559647618319,0.026254405043735194
0.414678,0.0057433096084273,0.026256691911491083
0.415678,0.00574103776370239,0.026258963756215992
0.416678,0.00573878080778078,0.0262612207121376
0.417678,0.00573653860812273,0.02626346291179565
0.418678,0.00573431103384792,0.026265690486070463
0.419678,0.00573209795570751,0.026267903564210875
0.420678,0.00572989924605681,0.026270102273861576
0.421678,0.00572771477882846,0.026272286741089924
0.422678,0.00572554442950629,0.026274457090412096
0.423678,0.00572338807509962,0.026276613444818766
0.424678,0.00572124559411819,0.026278755925800194
0.425678,0.00571911686654752,0.026280884653370865
0.426678,0.00571700177382485,0.026282999746093536
0.427678,0.00571490019881556,0.026285101321102827
0.428678,0.00571281202579001,0.026287189494128376
0.429678,0.00571073714040102,0.026289264379517365
0.430678,0.00570867542966156,0.026291326090256827
0.431678,0.00570662678192315,0.026293374737995236
0.432678,0.0057045910868545,0.026295410433063885
0.433678,0.00570256823542068,0.026297433284497705
0.434678,0.0057005581198627,0.026299443400055685
0.435678,0.00569856063367744,0.026301440886240944
0.436678,0.00569657567159805,0.026303425848320332
0.437678,0.00569460312957468,0.026305398390343702
0.438678,0.00569264290475564,0.026307358615162743
0.439678,0.00569069489546887,0.026309306624449514
0.440678,0.00568875900120383,0.026311242518714553
0.441678,0.0056868351225937,0.026313166397324683
0.442678,0.00568492316139794,0.02631507835852044
0.443678,0.00568302302048521,0.026316978499433173
0.444678,0.00568113460381657,0.026318866916101812
0.445678,0.00567925781642902,0.02632074370348936
0.446678,0.0056773925644194,0.026322608955498983
0.447678,0.00567553875492849,0.02632446276498989
0.448678,0.00567369629612553,0.02632630522379285
0.449678,0.00567186509719296,0.02632813642272542
0.450678,0.00567004506831144,0.02632995645160694
0.451678,0.00566823612064522,0.026331765399273163
0.452678,0.00566643816632766,0.026333563353590723
0.453678,0.00566465111844717,0.026335350401471214
0.454678,0.00566287489103328,0.026337126628885106
0.455678,0.00566110939904304,0.026338892120875347
0.45667800000000003,0.00565935455834761,0.026340646961570777
0.45767800000000003,0.0056576102857192,0.026342391234199188
0.45867800000000003,0.0056558764988181,0.026344125021100288
0.45967800000000003,0.00565415311618008,0.026345848403738308
0.46067800000000003,0.00565244005720392,0.02634756146271447
0.46167800000000003,0.00565073724213922,0.02634926427777917
0.46267800000000003,0.00564904459207443,0.02635095692784396
0.46367800000000003,0.00564736202892503,0.02635263949099336
0.46467800000000004,0.00564568947542201,0.026354312044496384
0.46567800000000004,0.00564402685510048,0.026355974664817913
0.46667800000000004,0.00564237409228849,0.026357627427629905
0.46767800000000004,0.00564073111209614,0.026359270407822256
0.46867800000000004,0.00563909784040471,0.026360903679513686
0.46967800000000004,0.00563747420385615,0.026362527316062246
0.47067800000000004,0.00563586012984263,0.026364141390075764
0.47167800000000004,0.00563425554649633,0.026365745973422065
0.47267800000000004,0.00563266038267943,0.026367341137238966
0.47367800000000004,0.00563107456797418,0.026368926951944215
0.47467800000000004,0.00562949803267322,0.026370503487245175
0.47567800000000005,0.00562793070777005,0.026372070812148346
0.47667800000000005,0.00562637252494964,0.026373628994968756
0.47767800000000005,0.00562482341657921,0.026375178103339187
0.47867800000000005,0.00562328331569917,0.026376718204219225
0.47967800000000005,0.00562175215601423,0.026378249363904163
0.48067800000000005,0.00562022987188459,0.026379771648033803
0.48167800000000005,0.00561871639831737,0.026381285121601025
0.48267800000000005,0.00561721167095812,0.026382789848960274
0.48367800000000005,0.00561571562608248,0.026384285893835915
0.48467800000000005,0.00561422820058799,0.026385773319330404
0.48567800000000005,0.00561274933198605,0.026387252187932343
0.48667800000000006,0.00561127895839395,0.02638872256152444
0.48767800000000006,0.00560981701852714,0.026390184501391252
0.48867800000000006,0.00560836345169147,0.026391638068226923
0.48967800000000006,0.00560691819777571,0.026393083322142682
0.49067800000000006,0.00560548119724411,0.02639452032267428
0.49167800000000006,0.00560405239112908,0.02639594912878931
0.49267800000000006,0.00560263172102401,0.02639736979889438
0.49367799999999995,0.00560121912907622,0.02639878239084217
0.49467799999999995,0.00559981455797995,0.02640018696193844
