Time (hrs),Sequestration Rate
0.0106777,-6.540107695525518e-10
0.0106777,-1.9959600215243945e-09
0.1206777,9.673854339808932e-05
0.1506777,0.10582865759810313
0.20067800000000002,0.057664044635818625
0.500678,0.0013576196282796813
1.000678,0.00012312589408019342
6.00068,5.0306980803310606e-14
2.00068,1.5706577496945105e-06
3.00068,2.0547719775667648e-08
4.00068,2.7006955699574095e-10
5.00068,3.540570614467481e-12
