Label,Temperature [°C],NaOH Concentration [mM],Mg++ Concentration [mM],Seed Volume Fraction [m^3 mineral/m^3 medium],Carbonation_Percentage,Reaction_Rate
Run_2317,40.0,500.0,660.0,1e-06,102.21991657474656,6.721292097095723
Run_2318,40.0,500.0,660.0,1e-05,102.21899734812672,6.725815985789148
Run_2319,40.0,500.0,660.0,0.0001,102.20979393978746,6.725982546608441
Run_2320,40.0,500.0,660.0,0.0032,101.89291145411073,6.710304220207823
Run_2321,40.0,600.0,32.0,1e-10,102.20306614104851,0.3009354884205546
Run_2322,40.0,600.0,32.0,1e-09,102.20306614104848,0.30373026795990615
Run_2323,40.0,600.0,32.0,1e-08,102.20306499201521,0.30657744073932025
Run_2324,40.0,600.0,32.0,1e-07,102.20305579974902,0.3094784732323008
Run_2325,40.0,600.0,32.0,1e-06,102.20296387708703,0.3124346807067728
Run_2326,40.0,600.0,32.0,1e-05,102.20204350143392,0.31243186711641885
Run_2327,40.0,600.0,32.0,0.0001,102.19284549006913,0.31848888095605227
Run_2328,40.0,600.0,32.0,0.0032,101.87601335294131,0.32329129395563705
Run_2329,40.0,600.0,80.0,1e-10,102.2137578956704,0.7665237903200696
Run_2330,40.0,600.0,80.0,1e-09,102.2137578956704,0.7737771999417515
Run_2331,40.0,600.0,80.0,1e-08,102.2137532995373,0.7811691599861076
Run_2332,40.0,600.0,80.0,1e-07,102.21374410727113,0.7811690897341638
Run_2333,40.0,600.0,80.0,1e-06,102.21365218460909,0.789963373537193
Run_2334,40.0,600.0,80.0,1e-05,102.21273295798927,0.7968372769876774
Run_2335,40.0,600.0,80.0,0.0001,102.20353609565775,0.7963054968466649
Run_2336,40.0,600.0,80.0,0.0032,101.88666948753173,0.8083127747976285
Run_2337,40.0,600.0,160.0,1e-10,102.21731989882245,1.5672014400145433
Run_2338,40.0,600.0,160.0,1e-09,102.21731989882241,1.5637151805596239
Run_2339,40.0,600.0,160.0,1e-08,102.21731760075589,1.5859907599877847
Run_2340,40.0,600.0,160.0,1e-07,102.21730840848969,1.5946305522164255
Run_2341,40.0,600.0,160.0,1e-06,102.2172164858277,1.6060924037520858
Run_2342,40.0,600.0,160.0,1e-05,102.21629725920785,1.6089595025736594
Run_2343,40.0,600.0,160.0,0.0001,102.20709809880977,1.6170537165980374
Run_2344,40.0,600.0,160.0,0.0032,101.89022459648413,1.6234344851043756
Run_2345,40.0,600.0,250.0,1e-10,102.21860313918351,2.449309906577014
Run_2346,40.0,600.0,250.0,1e-09,102.21860313918351,2.4889720647399063
Run_2347,40.0,600.0,250.0,1e-08,102.21860313918354,2.5016494688210913
Run_2348,40.0,600.0,250.0,1e-07,102.21859284384536,2.5150463889857737
Run_2349,40.0,600.0,250.0,1e-06,102.21850165656467,2.530173805848437
Run_2350,40.0,600.0,250.0,1e-05,102.21758095918227,2.5318698887637163
Run_2351,40.0,600.0,250.0,0.0001,102.20838133917086,2.538525982308074
Run_2352,40.0,600.0,250.0,0.0032,101.89150553877869,2.538094656247572
Run_2353,40.0,600.0,300.0,1e-10,102.21898553745758,2.967307349296599
Run_2354,40.0,600.0,300.0,1e-09,102.21898553745758,3.0020778769952767
Run_2355,40.0,600.0,300.0,1e-08,102.21898431182208,3.0147349286081275
Run_2356,40.0,600.0,300.0,1e-07,102.21897573237362,3.0163404151466233
Run_2357,40.0,600.0,300.0,1e-06,102.21888258407618,3.0415516885109355
Run_2358,40.0,600.0,300.0,1e-05,102.21796335745633,3.044787453229875
Run_2359,40.0,600.0,300.0,0.0001,102.20876373744494,3.0520176767482816
Run_2360,40.0,600.0,300.0,0.0032,101.89188303451076,3.047694137890489
Run_2361,40.0,600.0,350.0,1e-10,102.21925867908163,3.467695568666578
Run_2362,40.0,600.0,350.0,1e-09,102.21925867908162,3.5034120516026417
Run_2363,40.0,600.0,350.0,1e-08,102.2192576285369,3.5197655989094567
Run_2364,40.0,600.0,350.0,1e-07,102.21924817363455,3.5362586131698492
Run_2365,40.0,600.0,350.0,1e-06,102.21915677624492,3.551655988100656
Run_2366,40.0,600.0,350.0,1e-05,102.21823649908035,3.555106117278187
Run_2367,40.0,600.0,350.0,0.0001,102.20903687906898,3.5546973562064
Run_2368,40.0,600.0,350.0,0.0032,101.89215267431908,3.549035126077339
Run_2369,40.0,600.0,400.0,1e-10,102.21946077762006,3.989610866790582
Run_2370,40.0,600.0,400.0,1e-09,102.21946169684666,3.994483295605518
Run_2371,40.0,600.0,400.0,1e-08,102.21946169684666,4.024553235747615
Run_2372,40.0,600.0,400.0,1e-07,102.21945250458049,4.052757631776736
Run_2373,40.0,600.0,400.0,1e-06,102.2193605819185,4.059594137097411
Run_2374,40.0,600.0,400.0,1e-05,102.21844135529862,4.063193610679746
Run_2375,40.0,600.0,400.0,0.0001,102.20923989683402,4.065195658451207
Run_2376,40.0,600.0,400.0,0.0032,101.89236409644178,4.058413307125049
Run_2377,40.0,600.0,450.0,1e-10,102.2196253191849,4.488275655740839
Run_2378,40.0,600.0,450.0,1e-09,102.21962613627522,4.517178380169761
Run_2379,40.0,600.0,450.0,1e-08,102.21962613627522,4.542105097059559
Run_2380,40.0,600.0,450.0,1e-07,102.21961796537194,4.560450548562683
Run_2381,40.0,600.0,450.0,1e-06,102.2195280854358,4.5648205261760415
Run_2382,40.0,600.0,450.0,1e-05,102.2186047733643,4.569519407704441
Run_2383,40.0,600.0,450.0,0.0001,102.20940433626258,4.582654477259071
Run_2384,40.0,600.0,450.0,0.0032,101.89252036496706,4.568639827932463
Run_2385,40.0,600.0,550.0,1e-10,102.21986465237032,5.532012850399253
Run_2386,40.0,600.0,550.0,1e-09,102.21986532089875,5.506569982863574
Run_2387,40.0,600.0,550.0,1e-08,102.21986532089873,5.564760253311439
Run_2388,40.0,600.0,550.0,1e-07,102.21985863561423,5.580667204912434
Run_2389,40.0,600.0,550.0,1e-06,102.21976504163112,5.58506856599253
Run_2390,40.0,600.0,550.0,1e-05,102.21884247236905,5.5961513308205655
Run_2391,40.0,600.0,550.0,0.0001,102.20964352088609,5.605932998584419
Run_2392,40.0,600.0,550.0,0.0032,101.89276103520939,5.591046029840153
Run_2393,40.0,600.0,660.0,1e-10,102.2200497233297,6.66444892104947
Run_2394,40.0,600.0,660.0,1e-09,102.22005028043672,6.684499577798506
Run_2395,40.0,600.0,660.0,1e-08,102.22005028043672,6.699010445137628
Run_2396,40.0,600.0,660.0,1e-07,102.22003913829589,6.70070429836317
Run_2397,40.0,600.0,660.0,1e-06,102.21995000116912,6.7198888628304365
Run_2398,40.0,600.0,660.0,1e-05,102.21903077454928,6.72729084485329
Run_2399,40.0,600.0,660.0,0.0001,102.20982736621,6.725550683299773
Run_2400,40.0,600.0,660.0,0.0032,101.89294488053326,6.71082645068772
Run_2401,40.0,800.0,32.0,1e-10,102.2043013518189,0.30093912548126645
Run_2402,40.0,800.0,32.0,1e-09,102.20430135181893,0.3037339387979001
Run_2403,40.0,800.0,32.0,1e-08,102.20430020278563,0.30658114598785463
Run_2404,40.0,800.0,32.0,1e-07,102.20429101051944,0.3094822135426111
Run_2405,40.0,800.0,32.0,1e-06,102.20419908785743,0.3124384567487585
Run_2406,40.0,800.0,32.0,1e-05,102.20327871220434,0.3154491704954231
Run_2407,40.0,800.0,32.0,0.0001,102.19408070083954,0.31849273054937877
Run_2408,40.0,800.0,32.0,0.0032,101.87724281854533,0.32329519551708324
Run_2409,40.0,800.0,80.0,1e-10,102.21425427804512,0.7665275128023179
Run_2410,40.0,800.0,80.0,1e-09,102.21425427804512,0.7737809576488539
Run_2411,40.0,800.0,80.0,1e-08,102.21425427804512,0.7811729887170512
Run_2412,40.0,800.0,80.0,1e-07,102.21424508577894,0.7811729184651074
Run_2413,40.0,800.0,80.0,1e-06,102.21415316311693,0.7890167265872673
Run_2414,40.0,800.0,80.0,1e-05,102.21322934036398,0.7963810204962051
Run_2415,40.0,800.0,80.0,0.0001,102.20403247803249,0.7963093643450766
Run_2416,40.0,800.0,80.0,0.0032,101.88716586990647,0.8083167128222659
Run_2417,40.0,800.0,160.0,1e-10,102.21757038807635,1.5623966642116405
Run_2418,40.0,800.0,160.0,1e-09,102.21757038807633,1.56239666421164
Run_2419,40.0,800.0,160.0,1e-08,102.21757038807633,1.577466407891561
Run_2420,40.0,800.0,160.0,1e-07,102.21756119581013,1.5879611618379812
Run_2421,40.0,800.0,160.0,1e-06,102.21746927314817,1.6003153777616226
Run_2422,40.0,800.0,160.0,1e-05,102.21655004652833,1.5991835628600135
Run_2423,40.0,800.0,160.0,0.0001,102.20734858806371,1.6122301978159006
Run_2424,40.0,800.0,160.0,0.0032,101.89047508573803,1.6234384761927705
Run_2425,40.0,800.0,250.0,1e-10,102.2187663938312,2.4456264187001797
Run_2426,40.0,800.0,250.0,1e-09,102.2187663938312,2.4778578210315607
Run_2427,40.0,800.0,250.0,1e-08,102.2187649230686,2.494455611040085
Run_2428,40.0,800.0,250.0,1e-07,102.21875609849307,2.516821223020944
Run_2429,40.0,800.0,250.0,1e-06,102.21866491121239,2.522799520253405
Run_2430,40.0,800.0,250.0,1e-05,102.21774421382996,2.523051532150348
Run_2431,40.0,800.0,250.0,0.0001,102.20854459381856,2.532178059147661
Run_2432,40.0,800.0,250.0,0.0032,101.89166732266376,2.536652300482673
Run_2433,40.0,800.0,300.0,1e-10,102.21912158299733,2.9793561249227163
Run_2434,40.0,800.0,300.0,1e-09,102.21912158299733,2.9857449043767668
Run_2435,40.0,800.0,300.0,1e-08,102.21912035736183,3.003236992818473
Run_2436,40.0,800.0,300.0,1e-07,102.21911177791338,3.0177713114690348
Run_2437,40.0,800.0,300.0,1e-06,102.21901985525139,3.033256188303327
Run_2438,40.0,800.0,300.0,1e-05,102.21809940299606,3.0322846816700975
Run_2439,40.0,800.0,300.0,0.0001,102.20889978298466,3.0447264333922233
Run_2440,40.0,800.0,300.0,0.0032,101.892017854415,3.0446129825264108
Run_2441,40.0,800.0,350.0,1e-10,102.21937634008897,3.4804566611249657
Run_2442,40.0,800.0,350.0,1e-09,102.21937634008897,3.469704271120003
Run_2443,40.0,800.0,350.0,1e-08,102.21937528954423,3.508994306712341
Run_2444,40.0,800.0,350.0,1e-07,102.21936583464188,3.534329776402771
Run_2445,40.0,800.0,350.0,1e-06,102.21927338670756,3.541030038549287
Run_2446,40.0,800.0,350.0,1e-05,102.21835416008769,3.5563773529614036
Run_2447,40.0,800.0,350.0,0.0001,102.20915454007631,3.5556837489637867
Run_2448,40.0,800.0,350.0,0.0032,101.89227873968409,3.554019844871343
Run_2449,40.0,800.0,400.0,1e-10,102.21957108481443,3.9788381930913954
Run_2450,40.0,800.0,400.0,1e-09,102.21957200404104,3.991008167466287
Run_2451,40.0,800.0,400.0,1e-08,102.21956281177485,4.031354851443819
Run_2452,40.0,800.0,400.0,1e-07,102.21955361950864,4.044423510411651
Run_2453,40.0,800.0,400.0,1e-06,102.21946169684666,4.044394670135808
Run_2454,40.0,800.0,400.0,1e-05,102.21854247022684,4.065215155453482
Run_2455,40.0,800.0,400.0,0.0001,102.2093502040284,4.066169141365488
Run_2456,40.0,800.0,400.0,0.0032,101.89246521136997,4.063540530295365
Run_2457,40.0,800.0,450.0,1e-10,102.21971519912105,4.476227155521162
Run_2458,40.0,800.0,450.0,1e-09,102.21971601621138,4.490029882565724
Run_2459,40.0,800.0,450.0,1e-08,102.21971601621138,4.535212143926746
Run_2460,40.0,800.0,450.0,1e-07,102.2197078453081,4.55106867263521
Run_2461,40.0,800.0,450.0,1e-06,102.21961796537194,4.563377426721057
Run_2462,40.0,800.0,450.0,1e-05,102.21869465330045,4.57431665827092
Run_2463,40.0,800.0,450.0,0.0001,102.20949421619873,4.576253953421692
Run_2464,40.0,800.0,450.0,0.0032,101.8926184158065,4.572725162899784
Run_2465,40.0,800.0,550.0,1e-10,102.2199381904999,5.530354921324242
Run_2466,40.0,800.0,550.0,1e-09,102.21993885902833,5.528649465091701
Run_2467,40.0,800.0,550.0,1e-08,102.21993885902833,5.573416626871981
Run_2468,40.0,800.0,550.0,1e-07,102.21992548845931,5.575369117410221
Run_2469,40.0,800.0,550.0,1e-06,102.21983857976073,5.5877332608486014
Run_2470,40.0,800.0,550.0,1e-05,102.21891601049862,5.596750393334384
Run_2471,40.0,800.0,550.0,0.0001,102.20971705901569,5.604785482020444
Run_2472,40.0,800.0,550.0,0.0032,101.89283457333893,5.587650653879375
Run_2473,40.0,800.0,660.0,1e-10,102.22011100510433,6.663616932484308
Run_2474,40.0,800.0,660.0,1e-09,102.22010599114095,6.681673661645154
Run_2475,40.0,800.0,660.0,1e-08,102.22010599114095,6.702447070812096
Run_2476,40.0,800.0,660.0,1e-07,102.22010042007057,6.706101168747125
Run_2477,40.0,800.0,660.0,1e-06,102.22000571187333,6.721401884309636
Run_2478,40.0,800.0,660.0,1e-05,102.21908648525351,6.729042447144379
Run_2479,40.0,800.0,660.0,0.0001,102.20988864798466,6.728808569359987
Run_2480,40.0,800.0,660.0,0.0032,101.89300616230793,6.71223569254913
Run_2481,40.0,900.0,32.0,1e-10,102.20483105615857,0.30094068518823214
Run_2482,40.0,900.0,32.0,1e-09,102.20483105615857,0.30373551298982115
Run_2483,40.0,900.0,32.0,1e-08,102.20482990712527,0.3065827349362958
Run_2484,40.0,900.0,32.0,1e-07,102.2048207148591,0.30948381752684645
Run_2485,40.0,900.0,32.0,1e-06,102.20472879219716,0.3124400760560659
Run_2486,40.0,900.0,32.0,1e-05,102.20380956557729,0.31545080896787003
Run_2487,40.0,900.0,32.0,0.0001,102.19461155421246,0.31849438497925475
Run_2488,40.0,900.0,32.0,0.0032,101.87777137385181,0.3246472131529633
Run_2489,40.0,900.0,80.0,1e-10,102.21446570016768,0.7737825581537308
Run_2490,40.0,900.0,80.0,1e-09,102.21446570016768,0.7737825581537308
Run_2491,40.0,900.0,80.0,1e-08,102.21446570016768,0.7811746045117612
Run_2492,40.0,900.0,80.0,1e-07,102.21445650790149,0.7887091765630364
Run_2493,40.0,900.0,80.0,1e-06,102.2143645852395,0.7887084672676047
Run_2494,40.0,900.0,80.0,1e-05,102.21344535861967,0.7963827035742176
Run_2495,40.0,900.0,80.0,0.0001,102.20424390015503,0.8041427274735427
Run_2496,40.0,900.0,80.0,0.0032,101.88738188816215,0.8116945958717087
Run_2497,40.0,900.0,160.0,1e-10,102.2176783972042,1.5623983151323224
Run_2498,40.0,900.0,160.0,1e-09,102.21767839720417,1.5623983151323222
Run_2499,40.0,900.0,160.0,1e-08,102.2176783972042,1.5774680747358254
Run_2500,40.0,900.0,160.0,1e-07,102.21766920493798,1.586382503056302
Run_2501,40.0,900.0,160.0,1e-06,102.21757728227598,1.597494026100252
Run_2502,40.0,900.0,160.0,1e-05,102.2166557575896,1.5977341618857297
Run_2503,40.0,900.0,160.0,0.0001,102.20745659719151,1.6106682680633464
Run_2504,40.0,900.0,160.0,0.0032,101.89058309486585,1.6234401971207937
Run_2505,40.0,900.0,250.0,1e-10,102.21883551967304,2.4684125689444905
Run_2506,40.0,900.0,250.0,1e-09,102.21883551967301,2.472133177508638
Run_2507,40.0,900.0,250.0,1e-08,102.21883551967301,2.489073240809395
Run_2508,40.0,900.0,250.0,1e-07,102.21882522433488,2.510893111464599
Run_2509,40.0,900.0,250.0,1e-06,102.21873403705419,2.51968442061952
Run_2510,40.0,900.0,250.0,1e-05,102.21781333967175,2.534019612057518
Run_2511,40.0,900.0,250.0,0.0001,102.20861371966035,2.528586167381765
Run_2512,40.0,900.0,250.0,0.0032,101.8917408607933,2.5366541312571655
Run_2513,40.0,900.0,300.0,1e-10,102.21917918786548,2.975864912419478
Run_2514,40.0,900.0,300.0,1e-09,102.21917918786549,2.973952949241482
Run_2515,40.0,900.0,300.0,1e-08,102.21917796222999,2.99877087893085
Run_2516,40.0,900.0,300.0,1e-07,102.21916938278154,3.0143681818633468
Run_2517,40.0,900.0,300.0,1e-06,102.21907746011958,3.0283665994674376
Run_2518,40.0,900.0,300.0,1e-05,102.21815700786424,3.044423317998994
Run_2519,40.0,900.0,300.0,0.0001,102.20895738785283,3.040700652368684
Run_2520,40.0,900.0,300.0,0.0032,101.89207913618965,3.044002732543887
Run_2521,40.0,900.0,350.0,1e-10,102.21942571569028,3.4758819196742197
Run_2522,40.0,900.0,350.0,1e-09,102.21942571569028,3.4646158013821475
Run_2523,40.0,900.0,350.0,1e-08,102.21942466514555,3.5243575640975995
Run_2524,40.0,900.0,350.0,1e-07,102.21941521024318,3.5312804463950433
Run_2525,40.0,900.0,350.0,1e-06,102.21932381285355,3.5342469732578414
Run_2526,40.0,900.0,350.0,1e-05,102.21840353568898,3.5539611267586686
Run_2527,40.0,900.0,350.0,0.0001,102.2092039156776,3.5519699121482176
Run_2528,40.0,900.0,350.0,0.0032,101.89232076147243,3.552983107240795
Run_2529,40.0,900.0,400.0,1e-10,102.21960785387922,3.97352410137454
Run_2530,40.0,900.0,400.0,1e-09,102.21960877310583,3.981614226118212
Run_2531,40.0,900.0,400.0,1e-08,102.21960877310583,4.028306773901433
Run_2532,40.0,900.0,400.0,1e-07,102.21959958083966,4.03927678555749
Run_2533,40.0,900.0,400.0,1e-06,102.21950765817766,4.054336805172998
Run_2534,40.0,900.0,400.0,1e-05,102.2185884315578,4.0629293047529895
Run_2535,40.0,900.0,400.0,0.0001,102.20938697309316,4.062793768050212
Run_2536,40.0,900.0,400.0,0.0032,101.89251117270098,4.062237050432294
Run_2537,40.0,900.0,450.0,1e-10,102.2197560536375,4.480268321331566
Run_2538,40.0,900.0,450.0,1e-09,102.21975687072784,4.521522258404611
Run_2539,40.0,900.0,450.0,1e-08,102.21975687072782,4.531846328680265
Run_2540,40.0,900.0,450.0,1e-07,102.21974869982454,4.54861015790852
Run_2541,40.0,900.0,450.0,1e-06,102.21965064898508,4.556997550189831
Run_2542,40.0,900.0,450.0,1e-05,102.21873550781689,4.5720003417434025
Run_2543,40.0,900.0,450.0,0.0001,102.20953507071518,4.573737065052078
Run_2544,40.0,900.0,450.0,0.0032,101.89265109941965,4.5712083202256455
Run_2545,40.0,900.0,550.0,1e-10,102.21997161692242,5.528919281944458
Run_2546,40.0,900.0,550.0,1e-09,102.21997228545088,5.532373062232314
Run_2547,40.0,900.0,550.0,1e-08,102.21996560016635,5.572635555969616
Run_2548,40.0,900.0,550.0,1e-07,102.21995891488184,5.573649344681287
Run_2549,40.0,900.0,550.0,1e-06,102.21986532089875,5.588779047575327
Run_2550,40.0,900.0,550.0,1e-05,102.21894943692116,5.596726482956119
Run_2551,40.0,900.0,550.0,0.0001,102.20975048543824,5.604093416267168
Run_2552,40.0,900.0,550.0,0.0032,101.89286799976149,5.586175494628054
Run_2553,40.0,900.0,660.0,1e-10,102.22013328938601,6.668904410652196
Run_2554,40.0,900.0,660.0,1e-09,102.22013384649308,6.6721025245326615
Run_2555,40.0,900.0,660.0,1e-08,102.22013384649308,6.7049400938492845
Run_2556,40.0,900.0,660.0,1e-07,102.22012270435224,6.710845718113999
Run_2557,40.0,900.0,660.0,1e-06,102.22003356722544,6.721801303421607
Run_2558,40.0,900.0,660.0,1e-05,102.21911434060564,6.72958380827478
Run_2559,40.0,900.0,660.0,0.0001,102.20991093226634,6.729783657997107
Run_2560,40.0,900.0,660.0,0.0032,101.89302844658962,6.712671319980139
Run_2561,40.0,1000.0,32.0,1e-10,102.20532169336694,0.3009421298625801
Run_2562,40.0,1000.0,32.0,1e-09,102.20532169336691,0.30373697108081965
Run_2563,40.0,1000.0,32.0,1e-08,102.20532054433365,0.3065842066954811
Run_2564,40.0,1000.0,32.0,1e-07,102.20531135206747,0.3094853032128953
Run_2565,40.0,1000.0,32.0,1e-06,102.20521942940547,0.3124415759350686
Run_2566,40.0,1000.0,32.0,1e-05,102.20430020278563,0.31545232331361645
Run_2567,40.0,1000.0,32.0,0.0001,102.19510104238756,0.3184959104925173
Run_2568,40.0,1000.0,32.0,0.0032,101.87826545816002,0.32464878761902743
Run_2569,40.0,1000.0,80.0,1e-10,102.21466333389095,0.7737840542778549
Run_2570,40.0,1000.0,80.0,1e-09,102.21466333389098,0.773784054277855
Run_2571,40.0,1000.0,80.0,1e-08,102.21466333389098,0.7811761149285558
Run_2572,40.0,1000.0,80.0,1e-07,102.21465414162476,0.7887107015482143
Run_2573,40.0,1000.0,80.0,1e-06,102.21456221896278,0.7887099922527827
Run_2574,40.0,1000.0,80.0,1e-05,102.21364299234293,0.7963842434115481
Run_2575,40.0,1000.0,80.0,0.0001,102.20444153387831,0.8041442824551678
Run_2576,40.0,1000.0,80.0,0.0032,101.88757492575232,0.8116961337222828
Run_2577,40.0,1000.0,160.0,1e-10,102.21777721406582,1.5623998255491167
Run_2578,40.0,1000.0,160.0,1e-09,102.21777721406579,1.5623998255491163
Run_2579,40.0,1000.0,160.0,1e-08,102.21777721406582,1.5774695997210033
Run_2580,40.0,1000.0,160.0,1e-07,102.2177680217996,1.5847581606037515
Run_2581,40.0,1000.0,160.0,1e-06,102.2176760991376,1.5968883412988382
Run_2582,40.0,1000.0,160.0,1e-05,102.21675457445126,1.612048473466162
Run_2583,40.0,1000.0,160.0,0.0001,102.20755541405313,1.609332182361239
Run_2584,40.0,1000.0,160.0,0.0032,101.89067961366094,1.623441734971368
Run_2585,40.0,1000.0,250.0,1e-10,102.21889876246448,2.4675874903681754
Run_2586,40.0,1000.0,250.0,1e-09,102.21889876246446,2.4657194197394765
Run_2587,40.0,1000.0,250.0,1e-08,102.21889876246448,2.485182680075054
Run_2588,40.0,1000.0,250.0,1e-07,102.2188899378889,2.502949234125094
Run_2589,40.0,1000.0,250.0,1e-06,102.21879727984566,2.516387537764314
Run_2590,40.0,1000.0,250.0,1e-05,102.21787658246319,2.531770929446753
Run_2591,40.0,1000.0,250.0,0.0001,102.20867696245182,2.524730672607516
Run_2592,40.0,1000.0,250.0,0.0032,101.891799691297,2.53665559587676
Run_2593,40.0,1000.0,300.0,1e-10,102.2192331158272,2.9722973561144284
Run_2594,40.0,1000.0,300.0,1e-09,102.2192331158272,2.964530587930883
Run_2595,40.0,1000.0,300.0,1e-08,102.21923189019171,2.9941635590941638
Run_2596,40.0,1000.0,300.0,1e-07,102.21922208510776,3.0108256536721485
Run_2597,40.0,1000.0,300.0,1e-06,102.2191301624458,3.022904867543696
Run_2598,40.0,1000.0,300.0,1e-05,102.21821093582592,3.0426037109265995
Run_2599,40.0,1000.0,300.0,0.0001,102.20901009017906,3.0376400559512793
Run_2600,40.0,1000.0,300.0,0.0032,101.89212816160938,3.0439965280033956
Run_2601,40.0,1000.0,350.0,1e-10,102.21947088911271,3.4712958104300013
Run_2602,40.0,1000.0,350.0,1e-09,102.21947088911271,3.4628088574419276
Run_2603,40.0,1000.0,350.0,1e-08,102.219469838568,3.5217481570477003
Run_2604,40.0,1000.0,350.0,1e-07,102.21946143421034,3.527543640386106
Run_2605,40.0,1000.0,350.0,1e-06,102.219368986276,3.545547907393244
Run_2606,40.0,1000.0,350.0,1e-05,102.21844870911146,3.5518392443834834
Run_2607,40.0,1000.0,350.0,0.0001,102.20924908910006,3.5491654165248394
Run_2608,40.0,1000.0,350.0,0.0032,101.89237328870786,3.5521597233065645
Run_2609,40.0,1000.0,400.0,1e-10,102.21965381521021,3.9683135113855377
Run_2610,40.0,1000.0,400.0,1e-09,102.21965473443682,3.9741662660301027
Run_2611,40.0,1000.0,400.0,1e-08,102.21964554217062,4.025262546618294
Run_2612,40.0,1000.0,400.0,1e-07,102.21963634990443,4.036379321321067
Run_2613,40.0,1000.0,400.0,1e-06,102.21954442724245,4.048679360920438
Run_2614,40.0,1000.0,400.0,1e-05,102.2186252006226,4.060627432242206
Run_2615,40.0,1000.0,400.0,0.0001,102.20943293442417,4.072330375621745
Run_2616,40.0,1000.0,400.0,0.0032,101.89254794176578,4.061482701918836
Run_2617,40.0,1000.0,450.0,1e-10,102.21978873725064,4.481938640550202
Run_2618,40.0,1000.0,450.0,1e-09,102.21978955434096,4.516751805806059
Run_2619,40.0,1000.0,450.0,1e-08,102.21978955434095,4.529273045200748
Run_2620,40.0,1000.0,450.0,1e-07,102.21978138343766,4.548546843372989
Run_2621,40.0,1000.0,450.0,1e-06,102.21969150350152,4.550438995347925
Run_2622,40.0,1000.0,450.0,1e-05,102.21876819143003,4.569729542821055
Run_2623,40.0,1000.0,450.0,0.0001,102.2095677543283,4.58314246698717
Run_2624,40.0,1000.0,450.0,0.0032,101.8926919539361,4.570496182613616
Run_2625,40.0,1000.0,550.0,1e-10,102.21999835806047,5.527182431085139
Run_2626,40.0,1000.0,550.0,1e-09,102.2199990265889,5.538581184071185
Run_2627,40.0,1000.0,550.0,1e-08,102.2199990265889,5.571709014140545
Run_2628,40.0,1000.0,550.0,1e-07,102.2199856560199,5.576690943087619
Run_2629,40.0,1000.0,550.0,1e-06,102.21989874732127,5.589666532820657
Run_2630,40.0,1000.0,550.0,1e-05,102.21897617805918,5.596630725657257
Run_2631,40.0,1000.0,550.0,0.0001,102.20977722657626,5.603387583048659
Run_2632,40.0,1000.0,550.0,0.0032,101.89289474089951,5.594443849996303
Run_2633,40.0,1000.0,660.0,1e-10,102.22015557366771,6.673421263015767
Run_2634,40.0,1000.0,660.0,1e-09,102.2201561307748,6.683603171180436
Run_2635,40.0,1000.0,660.0,1e-08,102.2201561307748,6.707066920726337
Run_2636,40.0,1000.0,660.0,1e-07,102.22014498863395,6.713490593742588
Run_2637,40.0,1000.0,660.0,1e-06,102.22005585150715,6.721989223238568
Run_2638,40.0,1000.0,660.0,1e-05,102.21913662488731,6.7299890043286545
Run_2639,40.0,1000.0,660.0,0.0001,102.20993321654805,6.730556086643079
Run_2640,40.0,1000.0,660.0,0.0032,101.89305073087131,6.713052120626771
Run_2641,50.0,32.0,32.0,1e-10,-1.1490332748035196e-05,-6.027715826352822e-10
Run_2642,50.0,32.0,32.0,1e-09,-0.000114903327480352,-6.027715826352824e-09
Run_2643,50.0,32.0,32.0,1e-08,-0.0011490332748035198,-6.027715826352824e-08
Run_2644,50.0,32.0,32.0,1e-07,-0.011490332748035197,-6.027715826352823e-07
Run_2645,50.0,32.0,32.0,1e-06,-0.11490332748035198,-6.0277158263528235e-06
Run_2646,50.0,32.0,32.0,1e-05,-1.1490332748035197,-6.027715826352823e-05
Run_2647,50.0,32.0,32.0,0.0001,-2.8295269568453434,-0.0001484342080675171
Run_2648,50.0,32.0,32.0,0.0032,-2.8207502959824096,-0.00014797379304955268
Run_2649,50.0,32.0,80.0,1e-10,58.22092313312446,0.42192325279544407
Run_2650,50.0,32.0,80.0,1e-09,58.22092313312448,0.42454269834112524
Run_2651,50.0,32.0,80.0,1e-08,58.22092313312448,0.42713152455347375
Run_2652,50.0,32.0,80.0,1e-07,58.22091394085827,0.4261011907387825
Run_2653,50.0,32.0,80.0,1e-06,58.22086338339418,0.4295636885553342
Run_2654,50.0,32.0,80.0,1e-05,58.22033942422087,0.4302641393415129
Run_2655,50.0,32.0,80.0,0.0001,58.21509983248776,0.4315517211231229
Run_2656,50.0,32.0,80.0,0.0032,58.034614281814726,0.44654623786836156
Run_2657,50.0,32.0,160.0,1e-10,79.65105325330994,1.190437055518567
Run_2658,50.0,32.0,160.0,1e-09,79.65105325330994,1.2012588107033606
Run_2659,50.0,32.0,160.0,1e-08,79.65105325330994,1.1920467235861012
Run_2660,50.0,32.0,160.0,1e-07,79.6510463591103,1.2032711127255677
Run_2661,50.0,32.0,160.0,1e-06,79.65097511904725,1.2035959571608998
Run_2662,50.0,32.0,160.0,1e-05,79.65025812228377,1.2037517862263614
Run_2663,50.0,32.0,160.0,0.0001,79.643088154649,1.2049733786008414
Run_2664,50.0,32.0,160.0,0.0032,79.3961700961599,1.2300362755278904
Run_2665,50.0,32.0,250.0,1e-10,87.96330731526558,2.142358075070527
