Label,Temperature [°C],NaOH Concentration [mM],Mg++ Concentration [mM],Seed Volume Fraction [m^3 mineral/m^3 medium],Carbonation_Percentage,Reaction_Rate
Run_4245,60.0,900.0,32.0,1e-06,101.28126109053674,0.323421783978577
Run_4246,60.0,900.0,32.0,1e-05,101.28034875811652,0.32341887062446045
Run_4247,60.0,900.0,32.0,0.0001,101.2712334771475,0.32372850760449867
Run_4248,60.0,900.0,32.0,0.0032,100.95725783674085,0.3230209007807021
Run_4249,60.0,900.0,80.0,1e-10,101.28651102356947,0.8069416653407283
Run_4250,60.0,900.0,80.0,1e-09,101.28651102356947,0.8069077064201572
Run_4251,60.0,900.0,80.0,1e-08,101.28651102356947,0.8069077064201572
Run_4252,60.0,900.0,80.0,1e-07,101.28650183130328,0.8085962981332347
Run_4253,60.0,900.0,80.0,1e-06,101.28640990864129,0.8085955642908881
Run_4254,60.0,900.0,80.0,1e-05,101.28549987428764,0.8094352806435838
Run_4255,60.0,900.0,80.0,0.0001,101.2763811462188,0.8097865246756879
Run_4256,60.0,900.0,80.0,0.0032,100.96239631354598,0.8075933543806877
Run_4257,60.0,900.0,160.0,1e-10,101.28823687154835,1.6183101460173308
Run_4258,60.0,900.0,160.0,1e-09,101.28823687154835,1.6188827237125591
Run_4259,60.0,900.0,160.0,1e-08,101.28823687154835,1.6193447733568582
Run_4260,60.0,900.0,160.0,1e-07,101.28822767928216,1.6198074708558876
Run_4261,60.0,900.0,160.0,1e-06,101.28813575662016,1.6198625642574012
Run_4262,60.0,900.0,160.0,1e-05,101.28722342420001,1.619950412552434
Run_4263,60.0,900.0,160.0,0.0001,101.27810929226425,1.6200623601889594
Run_4264,60.0,900.0,160.0,0.0032,100.96411526732523,1.6151927969990352
Run_4265,60.0,900.0,250.0,1e-10,101.28886792062268,2.530286591847036
Run_4266,60.0,900.0,250.0,1e-09,101.28886792062268,2.530923667046039
Run_4267,60.0,900.0,250.0,1e-08,101.28886644986008,2.53110895668779
Run_4268,60.0,900.0,250.0,1e-07,101.2888576252845,2.5315344062700094
Run_4269,60.0,900.0,250.0,1e-06,101.28876643800385,2.5316655705204627
Run_4270,60.0,900.0,250.0,1e-05,101.28785456519695,2.5318038320101
Run_4271,60.0,900.0,250.0,0.0001,101.27873877865328,2.531659942406504
Run_4272,60.0,900.0,250.0,0.0032,100.96474861446612,2.523936539895968
Run_4273,60.0,900.0,300.0,1e-10,101.28905176594685,3.0365799036921985
Run_4274,60.0,900.0,300.0,1e-09,101.28905176594685,3.037321902342189
Run_4275,60.0,900.0,300.0,1e-08,101.28905176594685,3.037644472264592
Run_4276,60.0,900.0,300.0,1e-07,101.2890419608629,3.0379328968574617
Run_4277,60.0,900.0,300.0,1e-06,101.28895126383641,3.038165641006255
Run_4278,60.0,900.0,300.0,1e-05,101.28803939102953,3.038237100765285
Run_4279,60.0,900.0,300.0,0.0001,101.27892311423167,3.0380812482461255
Run_4280,60.0,900.0,300.0,0.0032,100.96492265470631,3.028805772214883
Run_4281,60.0,900.0,350.0,1e-10,101.2891778313117,3.5428258255721046
Run_4282,60.0,900.0,350.0,1e-09,101.289176780767,3.5435569957783675
Run_4283,60.0,900.0,350.0,1e-08,101.289176780767,3.543902979586199
Run_4284,60.0,900.0,350.0,1e-07,101.28916732586461,3.5442893005964535
Run_4285,60.0,900.0,350.0,1e-06,101.289075928475,3.5444192810955024
Run_4286,60.0,900.0,350.0,1e-05,101.28816405566812,3.5445779049701587
Run_4287,60.0,900.0,350.0,0.0001,101.2790484792334,3.544426705446303
Run_4288,60.0,900.0,350.0,0.0032,100.96504696916335,3.533526317965305
Run_4289,60.0,900.0,400.0,1e-10,101.28926778420222,4.049038550068354
Run_4290,60.0,900.0,400.0,1e-09,101.28926870342887,4.049744109108312
Run_4291,60.0,900.0,400.0,1e-08,101.28926870342887,4.050163071491489
Run_4292,60.0,900.0,400.0,1e-07,101.28925951116265,4.0505331057908585
Run_4293,60.0,900.0,400.0,1e-06,101.28916758850069,4.050781190256337
Run_4294,60.0,900.0,400.0,1e-05,101.28825755414704,4.050928348409828
Run_4295,60.0,900.0,400.0,0.0001,101.2791388260782,4.0506628273185195
Run_4296,60.0,900.0,400.0,0.0032,100.96514020500607,4.0382028213030585
Run_4297,60.0,900.0,450.0,1e-10,101.28934346719412,4.555045326021222
Run_4298,60.0,900.0,450.0,1e-09,101.28933611338114,4.555820604619933
Run_4299,60.0,900.0,450.0,1e-08,101.28933611338114,4.556201296453684
Run_4300,60.0,900.0,450.0,1e-07,101.28932794247785,4.5566124727658845
Run_4301,60.0,900.0,450.0,1e-06,101.28923806254168,4.556861503129024
Run_4302,60.0,900.0,450.0,1e-05,101.28832292137349,4.557085432731781
Run_4303,60.0,900.0,450.0,0.0001,101.27921236420796,4.556696895257992
Run_4304,60.0,900.0,450.0,0.0032,100.96521272177293,4.542861710819385
Run_4305,60.0,900.0,550.0,1e-10,101.28944018097665,5.566574835264727
Run_4306,60.0,900.0,550.0,1e-09,101.28944084950511,5.5671433959018115
Run_4307,60.0,900.0,550.0,1e-08,101.28944084950511,5.567902242830246
Run_4308,60.0,900.0,550.0,1e-07,101.28942747893608,5.568306733372048
Run_4309,60.0,900.0,550.0,1e-06,101.28934057023751,5.568749729228747
Run_4310,60.0,900.0,550.0,1e-05,101.28842468625992,5.568713981806132
Run_4311,60.0,900.0,550.0,0.0001,101.27931264347558,5.5687186744533985
Run_4312,60.0,900.0,550.0,0.0032,100.9653115154218,5.55152845381908
Run_4313,60.0,900.0,660.0,1e-10,101.2895138305276,6.67858510266318
Run_4314,60.0,900.0,660.0,1e-09,101.28951438763463,6.678910118299312
Run_4315,60.0,900.0,660.0,1e-08,101.28951438763463,6.679638778488486
Run_4316,60.0,900.0,660.0,1e-07,101.28950324549379,6.680186338655253
Run_4317,60.0,900.0,660.0,1e-06,101.28941410836703,6.680944364237408
Run_4318,60.0,900.0,660.0,1e-05,101.28850045281762,6.6807984725104586
Run_4319,60.0,900.0,660.0,0.0001,101.2793861816051,6.680408259260211
Run_4320,60.0,900.0,660.0,0.0032,100.96538951040763,6.660038816964406
Run_4321,60.0,1000.0,32.0,1e-10,101.28164027151738,0.3214051223607579
Run_4322,60.0,1000.0,32.0,1e-09,101.28164027151738,0.3214051223607579
Run_4323,60.0,1000.0,32.0,1e-08,101.28163912248414,0.3227475576003616
Run_4324,60.0,1000.0,32.0,1e-07,101.28162993021792,0.32274752830796977
Run_4325,60.0,1000.0,32.0,1e-06,101.28153915658925,0.32342267192781654
Run_4326,60.0,1000.0,32.0,1e-05,101.28062797320227,0.3234197622429117
Run_4327,60.0,1000.0,32.0,0.0001,101.2715115432,0.3237293964838487
Run_4328,60.0,1000.0,32.0,0.0032,100.95753360472682,0.32302178312264707
Run_4329,60.0,1000.0,80.0,1e-10,101.28662133076382,0.8069085851919138
Run_4330,60.0,1000.0,80.0,1e-09,101.28662133076385,0.806908585191914
Run_4331,60.0,1000.0,80.0,1e-08,101.28662133076382,0.8069085851919138
Run_4332,60.0,1000.0,80.0,1e-07,101.28661213849766,0.8085971787440509
Run_4333,60.0,1000.0,80.0,1e-06,101.28652021583564,0.808596444901704
Run_4334,60.0,1000.0,80.0,1e-05,101.28561018148201,0.8094361621768235
Run_4335,60.0,1000.0,80.0,0.0001,101.2764960495463,0.8097874434206628
Run_4336,60.0,1000.0,80.0,0.0032,100.96250662074036,0.8075942367226325
Run_4337,60.0,1000.0,160.0,1e-10,101.28829202514555,1.6183474691257367
Run_4338,60.0,1000.0,160.0,1e-09,101.28829202514554,1.618899938672083
Run_4339,60.0,1000.0,160.0,1e-08,101.28829202514555,1.6192007011178775
Run_4340,60.0,1000.0,160.0,1e-07,101.28828283287933,1.6198290262078938
Run_4341,60.0,1000.0,160.0,1e-06,101.28819091021737,1.6198853597216858
Run_4342,60.0,1000.0,160.0,1e-05,101.28727857779718,1.6199749563081183
Run_4343,60.0,1000.0,160.0,0.0001,101.27816444586142,1.620064447475295
Run_4344,60.0,1000.0,160.0,0.0032,100.96417042092244,1.6151932755892378
Run_4345,60.0,1000.0,250.0,1e-10,101.28890174816232,2.5302584572311875
Run_4346,60.0,1000.0,250.0,1e-09,101.28890174816227,2.5309504640107865
Run_4347,60.0,1000.0,250.0,1e-08,101.28890174816232,2.5311632380114166
Run_4348,60.0,1000.0,250.0,1e-07,101.28889292358674,2.5315259395689704
Run_4349,60.0,1000.0,250.0,1e-06,101.28880173630606,2.531652511492219
Run_4350,60.0,1000.0,250.0,1e-05,101.28788986349915,2.5317804813545552
Run_4351,60.0,1000.0,250.0,0.0001,101.27877407695549,2.531641032268299
Run_4352,60.0,1000.0,250.0,0.0032,100.96477802971793,2.5239090135227373
Run_4353,60.0,1000.0,300.0,1e-10,101.28908118119868,3.036567157706953
Run_4354,60.0,1000.0,300.0,1e-09,101.28908118119868,3.0372830440334884
Run_4355,60.0,1000.0,300.0,1e-08,101.28907995556318,3.037652347455192
Run_4356,60.0,1000.0,300.0,1e-07,101.28907137611473,3.037923713868209
Run_4357,60.0,1000.0,300.0,1e-06,101.28897945345277,3.0382083977766405
Run_4358,60.0,1000.0,300.0,1e-05,101.28806758064586,3.0382274233215654
Run_4359,60.0,1000.0,300.0,0.0001,101.27895252948352,3.03810044590416
Run_4360,60.0,1000.0,300.0,0.0032,100.96495942377113,3.0287707539919624
Run_4361,60.0,1000.0,350.0,1e-10,101.2892030443847,3.5428393082587197
Run_4362,60.0,1000.0,350.0,1e-09,101.28920199384,3.543589904847649
Run_4363,60.0,1000.0,350.0,1e-08,101.28920199384,3.5440428821886774
Run_4364,60.0,1000.0,350.0,1e-07,101.28919253893764,3.54428122146274
Run_4365,60.0,1000.0,350.0,1e-06,101.28910114154799,3.5445651252461445
Run_4366,60.0,1000.0,350.0,1e-05,101.28818926874108,3.5446343166733594
Run_4367,60.0,1000.0,350.0,0.0001,101.2790736923064,3.5443974962912894
Run_4368,60.0,1000.0,350.0,0.0032,100.96507848550458,3.5335144567069077
Run_4369,60.0,1000.0,400.0,1e-10,101.28929536100087,4.049115177901376
Run_4370,60.0,1000.0,400.0,1e-09,101.28928708796126,4.049737104552041
Run_4371,60.0,1000.0,400.0,1e-08,101.28928708796126,4.050309959851871
Run_4372,60.0,1000.0,400.0,1e-07,101.28927789569508,4.050534999140255
Run_4373,60.0,1000.0,400.0,1e-06,101.28918597303307,4.050885919921649
Run_4374,60.0,1000.0,400.0,1e-05,101.28827593867942,4.050834235344378
Run_4375,60.0,1000.0,400.0,0.0001,101.2791664028768,4.050554558606978
Run_4376,60.0,1000.0,400.0,0.0032,100.9651677818047,4.03826977379723
Run_4377,60.0,1000.0,450.0,1e-10,101.28935980900069,4.5551679686908075
Run_4378,60.0,1000.0,450.0,1e-09,101.289360626091,4.555874406848518
Run_4379,60.0,1000.0,450.0,1e-08,101.28936062609102,4.55640817089664
Run_4380,60.0,1000.0,450.0,1e-07,101.28935245518772,4.556794274039391
Run_4381,60.0,1000.0,450.0,1e-06,101.28926257525157,4.557004361200342
Run_4382,60.0,1000.0,450.0,1e-05,101.28834743408335,4.556958778839166
Run_4383,60.0,1000.0,450.0,0.0001,101.2792287060145,4.556816581767723
Run_4384,60.0,1000.0,450.0,0.0032,100.96523723448279,4.542918975317732
Run_4385,60.0,1000.0,550.0,1e-10,101.28946023683017,5.566972530814072
Run_4386,60.0,1000.0,550.0,1e-09,101.28946090535864,5.567525837789751
Run_4387,60.0,1000.0,550.0,1e-08,101.28946090535864,5.568456026898647
Run_4388,60.0,1000.0,550.0,1e-07,101.28944753478963,5.5684193468996686
Run_4389,60.0,1000.0,550.0,1e-06,101.28936062609102,5.568845604635665
Run_4390,60.0,1000.0,550.0,1e-05,101.28844474211343,5.568837006056291
Run_4391,60.0,1000.0,550.0,0.0001,101.27933269932912,5.568454696771105
Run_4392,60.0,1000.0,550.0,0.0032,100.9653315712753,5.551760694539737
Run_4393,60.0,1000.0,660.0,1e-10,101.28953054373886,6.67927321157542
Run_4394,60.0,1000.0,660.0,1e-09,101.2895311008459,6.679324734315993
Run_4395,60.0,1000.0,660.0,1e-08,101.28953110084589,6.680111584578463
Run_4396,60.0,1000.0,660.0,1e-07,101.28951995870506,6.680590190902164
Run_4397,60.0,1000.0,660.0,1e-06,101.28943082157829,6.681312676913825
Run_4398,60.0,1000.0,660.0,1e-05,101.28851716602887,6.681070507296288
Run_4399,60.0,1000.0,660.0,0.0001,101.27940289481636,6.680570873886242
Run_4400,60.0,1000.0,660.0,0.0032,100.96540622361891,6.660516169783925
Run_4401,70.0,32.0,32.0,1e-10,,
Run_4402,70.0,32.0,32.0,1e-09,,
Run_4403,70.0,32.0,32.0,1e-08,,
Run_4404,70.0,32.0,32.0,1e-07,,
Run_4405,70.0,32.0,32.0,1e-06,,
Run_4406,70.0,32.0,32.0,1e-05,,
Run_4407,70.0,32.0,32.0,0.0001,-2.4389055114562677,-0.00012794259028658621
Run_4408,70.0,32.0,32.0,0.0032,-2.4313429191515,-0.0001275458641140435
Run_4409,70.0,32.0,80.0,1e-10,52.07565877668713,0.41589887370313394
Run_4410,70.0,32.0,80.0,1e-09,52.07565877668713,0.41595327949200284
Run_4411,70.0,32.0,80.0,1e-08,52.07565877668713,0.4162570202400618
Run_4412,70.0,32.0,80.0,1e-07,52.07565418055402,0.41631110279408484
Run_4413,70.0,32.0,80.0,1e-06,52.075608219223035,0.41639512857740885
Run_4414,70.0,32.0,80.0,1e-05,52.07513941364692,0.41641780299472053
Run_4415,70.0,32.0,80.0,0.0001,52.070451357885716,0.41643259804965665
Run_4416,70.0,32.0,80.0,0.0032,51.909016778908914,0.41524719112159714
Run_4417,70.0,32.0,160.0,1e-10,60.89498324511244,0.9737269488898438
Run_4418,70.0,32.0,160.0,1e-09,60.89498324511244,0.9738988318552065
Run_4419,70.0,32.0,160.0,1e-08,60.89498324511244,0.9740363307051575
Run_4420,70.0,32.0,160.0,1e-07,60.89497635091281,0.9740917635387542
Run_4421,70.0,32.0,160.0,1e-06,60.8949211973156,0.9741615236174629
Run_4422,70.0,32.0,160.0,1e-05,60.894374257476805,0.974182771056389
Run_4423,70.0,32.0,160.0,0.0001,60.888893368755994,0.9741365301422622
Run_4424,70.0,32.0,160.0,0.0032,60.70011869203851,0.9711580262314619
Run_4425,70.0,32.0,250.0,1e-10,62.08677204807127,1.5514605824014953
Run_4426,70.0,32.0,250.0,1e-09,62.08677204807127,1.5515603176809645
Run_4427,70.0,32.0,250.0,1e-08,62.086770577308684,1.551726475420717
Run_4428,70.0,32.0,250.0,1e-07,62.0867646942583,1.5517968203637242
Run_4429,70.0,32.0,250.0,1e-06,62.086708805279834,1.5517824149003963
Run_4430,70.0,32.0,250.0,1e-05,62.08614991549499,1.5518670412371032
Run_4431,70.0,32.0,250.0,0.0001,62.08056248840891,1.551802026315167
Run_4432,70.0,32.0,250.0,0.0032,61.88809408336492,1.5470711975785645
Run_4433,70.0,32.0,300.0,1e-10,61.84090466560861,1.8541719780223467
Run_4434,70.0,32.0,300.0,1e-09,61.8409046656086,1.8542766442907863
Run_4435,70.0,32.0,300.0,1e-08,61.8409034399731,1.8545529481933571
Run_4436,70.0,32.0,300.0,1e-07,61.84089853743113,1.8546869445657366
Run_4437,70.0,32.0,300.0,1e-06,61.84084338383392,1.8544519496499503
Run_4438,70.0,32.0,300.0,1e-05,61.840285719684594,1.8544625537889543
Run_4439,70.0,32.0,300.0,0.0001,61.83472010891029,1.8545033920954503
Run_4440,70.0,32.0,300.0,0.0032,61.643013558888846,1.8490212900465681
Run_4441,70.0,32.0,350.0,1e-10,61.388249113290996,2.1471176803965957
Run_4442,70.0,32.0,350.0,1e-09,61.38824911329098,2.1473716649894965
Run_4443,70.0,32.0,350.0,1e-08,61.38824806274628,2.147564007507939
Run_4444,70.0,32.0,350.0,1e-07,61.38824281002273,2.1474323326432203
Run_4445,70.0,32.0,350.0,1e-06,61.38818818169791,2.1477504360065494
Run_4446,70.0,32.0,350.0,1e-05,61.3876355951813,2.147773165799296
Run_4447,70.0,32.0,350.0,0.0001,61.382109730015145,2.1475759699372383
Run_4448,70.0,32.0,350.0,0.0032,61.191806707724105,2.141159722520728
Run_4449,70.0,32.0,400.0,1e-10,60.861422740835145,2.432752242504193
Run_4450,70.0,32.0,400.0,1e-09,60.861422740835124,2.4326529309278833
Run_4451,70.0,32.0,400.0,1e-08,60.86142182160853,2.432826561655404
Run_4452,70.0,32.0,400.0,1e-07,60.86141630624879,2.4328560653665208
Run_4453,70.0,32.0,400.0,1e-06,60.86136207187823,2.4333736866138005
Run_4454,70.0,32.0,400.0,1e-05,60.860814212812805,2.433074546795985
Run_4455,70.0,32.0,400.0,0.0001,60.85533654138515,2.4328209794564626
Run_4456,70.0,32.0,400.0,0.0032,60.666666196889054,2.4258023066518493
Run_4457,70.0,32.0,450.0,1e-10,60.32195907426422,2.7117870788756773
Run_4458,70.0,32.0,450.0,1e-09,60.32195907426422,2.7125986801821487
Run_4459,70.0,32.0,450.0,1e-08,60.321958257173904,2.712617488427963
Run_4460,70.0,32.0,450.0,1e-07,60.32195335463193,2.712805016508671
Run_4461,70.0,32.0,450.0,1e-06,60.32189860957988,2.7129615629172266
Run_4462,70.0,32.0,450.0,1e-05,60.32135606160162,2.7122879418378063
Run_4463,70.0,32.0,450.0,0.0001,60.31592649636708,2.712634118602589
Run_4464,70.0,32.0,450.0,0.0032,60.12892556954888,2.704803103632049
Run_4465,70.0,32.0,550.0,1e-10,59.30070914463597,3.257600559171301
Run_4466,70.0,32.0,550.0,1e-09,59.30070914463597,3.258212168101009
Run_4467,70.0,32.0,550.0,1e-08,59.30070914463597,3.257829112755698
Run_4468,70.0,32.0,550.0,1e-07,59.30070379640835,3.2583198782765272
Run_4469,70.0,32.0,550.0,1e-06,59.3006503141323,3.259016376631137
Run_4470,70.0,32.0,550.0,1e-05,59.30011615990011,3.259197614046039
Run_4471,70.0,32.0,550.0,0.0001,59.29477929727741,3.2580728205036973
Run_4472,70.0,32.0,550.0,0.0032,59.110944669764066,3.248671091694111
Run_4473,70.0,32.0,660.0,1e-10,58.31761365645375,3.8436974758721805
Run_4474,70.0,32.0,660.0,1e-09,58.31761421356081,3.843214006810611
Run_4475,70.0,32.0,660.0,1e-08,58.31761421356081,3.845115187146325
Run_4476,70.0,32.0,660.0,1e-07,58.317608642490384,3.8428912421919974
Run_4477,70.0,32.0,660.0,1e-06,58.317558502856556,3.8438411271409674
Run_4478,70.0,32.0,660.0,1e-05,58.31703482223677,3.845302993948536
Run_4479,70.0,32.0,660.0,0.0001,58.311781302827605,3.8451203165687176
Run_4480,70.0,32.0,660.0,0.0032,58.13100006759188,3.8340471934528506
Run_4481,70.0,50.0,32.0,1e-10,25.05065813289506,0.0796042212407273
Run_4482,70.0,50.0,32.0,1e-09,25.050658132895066,0.07974519485672675
Run_4483,70.0,50.0,32.0,1e-08,25.050658132895066,0.07985171113958708
Run_4484,70.0,50.0,32.0,1e-07,25.05065583482851,0.07992367186325779
Run_4485,70.0,50.0,32.0,1e-06,25.050632854163013,0.07995967666622765
Run_4486,70.0,50.0,32.0,1e-05,25.050407643641147,0.07999371830750023
Run_4487,70.0,50.0,32.0,0.0001,25.048153240355987,0.0800244650261169
Run_4488,70.0,50.0,32.0,0.0032,24.970492379378566,0.07989585504511762
Run_4489,70.0,50.0,80.0,1e-10,63.81551099454552,0.5096664816359809
Run_4490,70.0,50.0,80.0,1e-09,63.81551099454554,0.5099210240205595
Run_4491,70.0,50.0,80.0,1e-08,63.81551099454554,0.5101209569810833
Run_4492,70.0,50.0,80.0,1e-07,63.81550639841244,0.510194530584696
Run_4493,70.0,50.0,80.0,1e-06,63.81545124481525,0.5102716283990619
Run_4494,70.0,50.0,80.0,1e-05,63.814876728177836,0.5103009742202675
Run_4495,70.0,50.0,80.0,0.0001,63.809131561803824,0.5103227693340571
Run_4496,70.0,50.0,80.0,0.0032,63.611304800947444,0.5088609116006317
Run_4497,70.0,50.0,160.0,1e-10,67.69657540811748,1.0826002315507424
Run_4498,70.0,50.0,160.0,1e-09,67.69657540811748,1.0827186516696958
Run_4499,70.0,50.0,160.0,1e-08,67.6965754081175,1.0828799946101555
Run_4500,70.0,50.0,160.0,1e-07,67.69656851391785,1.0829366975161574
Run_4501,70.0,50.0,160.0,1e-06,67.69650646612104,1.0829778019332976
Run_4502,70.0,50.0,160.0,1e-05,67.69589747848535,1.0830213837412144
Run_4503,70.0,50.0,160.0,0.0001,67.68980530406236,1.0829332020267723
Run_4504,70.0,50.0,160.0,0.0032,67.47994586675226,1.0796404904030092
Run_4505,70.0,50.0,250.0,1e-10,66.40337347986022,1.6591691103190371
Run_4506,70.0,50.0,250.0,1e-09,66.40337347986022,1.6594314395314145
Run_4507,70.0,50.0,250.0,1e-08,66.40337347986022,1.6595258476578991
Run_4508,70.0,50.0,250.0,1e-07,66.40336759680984,1.659665910145381
Run_4509,70.0,50.0,250.0,1e-06,66.40330729554358,1.6597143295528411
Run_4510,70.0,50.0,250.0,1e-05,66.40271016593134,1.6596302897273185
Run_4511,70.0,50.0,250.0,0.0001,66.39673298675848,1.6595337517992592
Run_4512,70.0,50.0,250.0,0.0032,66.19088211289218,1.6545722822520763
Run_4513,70.0,50.0,300.0,1e-10,65.37236375537535,1.9601234981733489
Run_4514,70.0,50.0,300.0,1e-09,65.37236375537535,1.9602984025015915
Run_4515,70.0,50.0,300.0,1e-08,65.37236375537535,1.960187536600646
Run_4516,70.0,50.0,300.0,1e-07,65.37235762719789,1.9604420589981921
Run_4517,70.0,50.0,300.0,1e-06,65.37229879669422,1.9604601624984392
Run_4518,70.0,50.0,300.0,1e-05,65.37171049165752,1.9604562340397407
Run_4519,70.0,50.0,300.0,0.0001,65.36582744129052,1.960105895590792
Run_4520,70.0,50.0,300.0,0.0032,65.163172289409,1.9544236591058695
Run_4521,70.0,50.0,350.0,1e-10,64.36246724811315,2.251207383661644
Run_4522,70.0,50.0,350.0,1e-09,64.36246724811315,2.2514927777488705
Run_4523,70.0,50.0,350.0,1e-08,64.36246724811315,2.251587568864661
Run_4524,70.0,50.0,350.0,1e-07,64.36246094484488,2.2516150072073624
Run_4525,70.0,50.0,350.0,1e-06,64.36240316488592,2.2513853327818754
Run_4526,70.0,50.0,350.0,1e-05,64.36182431475162,2.2516501300245535
Run_4527,70.0,50.0,350.0,0.0001,64.35603161122954,2.251671684967907
Run_4528,70.0,50.0,350.0,0.0032,64.15650795803293,2.244745016343199
Run_4529,70.0,50.0,400.0,1e-10,63.42432491420523,2.534904761527795
Run_4530,70.0,50.0,400.0,1e-09,63.42432491420522,2.53519541015921
Run_4531,70.0,50.0,400.0,1e-08,63.42432491420522,2.5347229801104447
Run_4532,70.0,50.0,400.0,1e-07,63.424319398845505,2.535374773672475
Run_4533,70.0,50.0,400.0,1e-06,63.424261487568444,2.535294025557387
Run_4534,70.0,50.0,400.0,1e-05,63.423690647837525,2.535635747620973
Run_4535,70.0,50.0,400.0,0.0001,63.41798316975492,2.5352288822736293
Run_4536,70.0,50.0,400.0,0.0032,63.22136427267703,2.527948406349864
Run_4537,70.0,50.0,450.0,1e-10,62.57064313567264,2.81360495560969
Run_4538,70.0,50.0,450.0,1e-09,62.57064313567263,2.81371874854957
Run_4539,70.0,50.0,450.0,1e-08,62.570642318582316,2.8130161076275537
Run_4540,70.0,50.0,450.0,1e-07,62.57063659895002,2.8140477839211786
Run_4541,70.0,50.0,450.0,1e-06,62.57058021971733,2.814193957012068
Run_4542,70.0,50.0,450.0,1e-05,62.57001724448084,2.813533576604198
Run_4543,70.0,50.0,450.0,0.0001,62.56438585793509,2.8133667304509693
Run_4544,70.0,50.0,450.0,0.0032,62.37041678479333,2.804933027771744
Run_4545,70.0,50.0,550.0,1e-10,61.103290484708836,3.3568269651912384
Run_4546,70.0,50.0,550.0,1e-09,61.103290484708836,3.357450714715841
Run_4547,70.0,50.0,550.0,1e-08,61.103289816180386,3.3569002596771274
Run_4548,70.0,50.0,550.0,1e-07,61.103284467952776,3.3572821648373403
Run_4549,70.0,50.0,550.0,1e-06,61.103229648619816,3.358152969703745
Run_4550,70.0,50.0,550.0,1e-05,61.10267944970482,3.3582259629874276
Run_4551,70.0,50.0,550.0,0.0001,61.097180134668584,3.357166290469296
Run_4552,70.0,50.0,550.0,0.0032,60.90776195753419,3.3478879686523024
Run_4553,70.0,50.0,660.0,1e-10,59.79526209124545,3.9411932844724493
Run_4554,70.0,50.0,660.0,1e-09,59.79526264835249,3.9405929114614793
Run_4555,70.0,50.0,660.0,1e-08,59.79526264835249,3.9425266273804174
Run_4556,70.0,50.0,660.0,1e-07,59.79525707728206,3.940472106627835
Run_4557,70.0,50.0,660.0,1e-06,59.79520136657784,3.94127670034725
Run_4558,70.0,50.0,660.0,1e-05,59.7946665438172,3.942587636949932
Run_4559,70.0,50.0,660.0,0.0001,59.7892848897883,3.942519833177812
Run_4560,70.0,50.0,660.0,0.0032,59.60391866359418,3.931235418763355
Run_4561,70.0,100.0,32.0,1e-10,99.56300017849536,0.3169631132425789
Run_4562,70.0,100.0,32.0,1e-09,99.56300017849536,0.31725107502232
Run_4563,70.0,100.0,32.0,1e-08,99.56299902946208,0.31739639791623586
Run_4564,70.0,100.0,32.0,1e-07,99.5629898371959,0.31745268357306955
Run_4565,70.0,100.0,32.0,1e-06,99.56290021260045,0.3175305070534952
Run_4566,70.0,100.0,32.0,1e-05,99.56200511567937,0.31742470951731244
Run_4567,70.0,100.0,32.0,0.0001,99.55304380516917,0.3173705424671024
Run_4568,70.0,100.0,32.0,0.0032,99.24439393399128,0.31736746830000445
Run_4569,70.0,100.0,80.0,1e-10,99.39981677087435,0.7937694780999923
Run_4570,70.0,100.0,80.0,1e-09,99.39981677087437,0.7942087027723208
Run_4571,70.0,100.0,80.0,1e-08,99.39981677087437,0.794181464529458
Run_4572,70.0,100.0,80.0,1e-07,99.39980757860818,0.7943251069649794
Run_4573,70.0,100.0,80.0,1e-06,99.39971565594618,0.7944512759428264
Run_4574,70.0,100.0,80.0,1e-05,99.39881940999183,0.7946352081990162
Run_4575,70.0,100.0,80.0,0.0001,99.38987533498077,0.7944915915060728
Run_4576,70.0,100.0,80.0,0.0032,99.08173678361017,0.7924573153334147
Run_4577,70.0,100.0,160.0,1e-10,86.63697333425897,1.3855001194530878
Run_4578,70.0,100.0,160.0,1e-09,86.63697333425897,1.3857126842279568
Run_4579,70.0,100.0,160.0,1e-08,86.63697103619242,1.3857382900100457
Run_4580,70.0,100.0,160.0,1e-07,86.63696414199279,1.385770435466019
Run_4581,70.0,100.0,160.0,1e-06,86.63688600773007,1.385947514046307
Run_4582,70.0,100.0,160.0,1e-05,86.63610696316978,1.3859407010061902
Run_4583,70.0,100.0,160.0,0.0001,86.62830962336695,1.3857817474876541
Run_4584,70.0,100.0,160.0,0.0032,86.35973458571436,1.38167765735806
Run_4585,70.0,100.0,250.0,1e-10,78.22855915944655,1.9542327146240912
Run_4586,70.0,100.0,250.0,1e-09,78.22855915944653,1.9548377865172204
Run_4587,70.0,100.0,250.0,1e-08,78.22855915944653,1.9547708109061865
Run_4588,70.0,100.0,250.0,1e-07,78.2285518056336,1.9549910750470576
Run_4589,70.0,100.0,250.0,1e-06,78.22848120902918,1.9548774041496377
Run_4590,70.0,100.0,250.0,1e-05,78.22777671374773,1.9550575647099575
Run_4591,70.0,100.0,250.0,0.0001,78.22073617322104,1.9546844861189214
Run_4592,70.0,100.0,250.0,0.0032,77.978228012518,1.9491427917610562
Run_4593,70.0,100.0,300.0,1e-10,75.05205783560585,2.250130680144478
Run_4594,70.0,100.0,300.0,1e-09,75.05205660997034,2.2503720740337125
Run_4595,70.0,100.0,300.0,1e-08,75.05205660997038,2.250544768307946
